m_worldPositionX,m_worldPositionY,m_worldPositionZ,m_worldVelocityX,m_worldVelocityY,m_worldVelocityZ,m_worldForwardDirX,m_worldForwardDirY,m_worldForwardDirZ,m_worldRightDirX,m_worldRightDirY,m_worldRightDirZ,m_gForceLateral,m_gForceLongitudinal,m_gForceVertical,m_yaw,m_pitch,m_roll
163.1898193359375,-14.067814826965332,-278.3670349121094,-57.76085662841797,-0.12023642659187317,22.933120727539062,-30501,-18,11972,-11969,-678,-30495,-1.5689338445663452,0.801601767539978,0.1402847170829773,-1.196763515472412,0.0005784034729003906,0.020710306242108345
157.33897399902344,-14.073882102966309,-276.1366882324219,-59.08346176147461,0.004983949009329081,21.593122482299805,-30822,48,11119,-11117,-693,-30815,-1.9138352870941162,0.7611412405967712,0.23452159762382507,-1.224581241607666,-0.0014715194702148438,0.021160971373319626
151.3592987060547,-14.066773414611816,-274.06353759765625,-60.439422607421875,0.13621191680431366,19.827505111694336,-31194,124,10028,-10029,-687,-31186,-2.2983267307281494,0.7161963582038879,0.12155157327651978,-1.2597334384918213,-0.003793001174926758,0.02099747210741043
145.23727416992188,-14.03850269317627,-272.18572998046875,-61.78521728515625,0.45290321111679077,17.69434928894043,-31568,269,8777,-8781,-710,-31560,-2.549253463745117,0.6839695572853088,0.49087706208229065,-1.299604892730713,-0.008231759071350098,0.02169453352689743
138.98545837402344,-13.978452682495117,-270.5304870605469,-63.03851318359375,0.7125781774520874,15.418421745300293,-31891,415,7512,-7520,-779,-31882,-2.565126419067383,0.6706792116165161,0.2690780460834503,-1.3394601345062256,-0.012674093246459961,0.023804424330592155
120.67037963867188,-13.723700523376465,-267.1138000488281,-65.96724700927734,0.9695724248886108,8.967000007629395,-32502,547,4115,-4128,-810,-32495,-1.959404706954956,0.6602746248245239,-0.04079444333910942,-1.4448455572128296,-0.016723036766052246,0.024743009358644485
114.01696014404297,-13.62637996673584,-266.3031921386719,-66.7791976928711,0.9331027269363403,7.328946590423584,-32587,510,3391,-3402,-773,-32580,-1.5721896886825562,0.6244291067123413,-0.09391811490058899,-1.4670945405960083,-0.015587329864501953,0.02361042983829975
107.29755401611328,-13.531109809875488,-265.6416320800781,-67.51051330566406,1.0278977155685425,5.951273441314697,-32648,542,2736,-2748,-789,-32641,-1.4208530187606812,0.5975211262702942,0.287554532289505,-1.4871777296066284,-0.016559123992919922,0.024098211899399757
86.75192260742188,-13.20402717590332,-264.48541259765625,-69.36735534667969,1.0692830085754395,1.5247204303741455,-32757,559,545,-560,-893,-32750,-1.9149010181427002,0.5923017859458923,0.008716244250535965,-1.5541552305221558,-0.017070412635803223,0.027269262820482254
72.7536392211914,-12.992897033691406,-264.6022033691406,-70.3866195678711,1.0283476114273071,-2.7687180042266846,-32725,528,-1567,1553,-818,-32719,-2.3034651279449463,0.5230368971824646,0.05262606590986252,-1.6186494827270508,-0.01613903045654297,0.02498718723654747
65.68995666503906,-12.882811546325684,-264.9992370605469,-70.7608413696289,1.1767845153808594,-5.103341579437256,-32655,577,-2633,2619,-794,-32652,-2.344205379486084,0.5256919860839844,0.1904381811618805,-1.651272177696228,-0.01761937141418457,0.02425518073141575
51.47294998168945,-12.63852310180664,-266.4978942871094,-71.21932220458984,1.2079869508743286,-9.820545196533203,-32412,596,-4768,4754,-741,-32411,-2.3839354515075684,0.49537768959999084,0.0006433203816413879,-1.7168614864349365,-0.01819753646850586,0.022645432502031326
44.33927536010742,-12.520448684692383,-267.603515625,-71.30786895751953,1.1505120992660522,-12.206486701965332,-32240,565,-5821,5808,-741,-32239,-2.392120599746704,0.47867411375045776,-0.01459343358874321,-1.7494337558746338,-0.01727283000946045,0.02264949306845665
37.19587326049805,-12.409605979919434,-268.9482421875,-71.31118774414062,1.0632785558700562,-14.578370094299316,-32037,523,-6854,6842,-734,-32036,-2.3637537956237793,0.4695519208908081,-0.06579510867595673,-1.7815645933151245,-0.015984535217285156,0.022422820329666138
8.612896919250488,-12.017132759094238,-276.2401123046875,-71.90885925292969,1.1223992109298706,-19.951555252075195,-31569,548,-8761,8754,-433,-31572,0.04217085987329483,0.47326403856277466,0.1523556113243103,-1.841512680053711,-0.016725778579711914,0.013224374502897263
1.3853282928466797,-11.893980979919434,-278.2319030761719,-72.43238067626953,1.3595472574234009,-19.73774528503418,-31618,649,-8576,8573,-216,-31624,0.5983815789222717,0.4466680586338043,0.298621267080307,-1.8356660604476929,-0.01981329917907715,0.006598372478038073
-5.892477989196777,-11.747870445251465,-280.169677734375,-73.08032989501953,1.5433732271194458,-18.929716110229492,-31741,734,-8100,8101,-41,-31749,1.1791714429855347,0.43265578150749207,0.20449185371398926,-1.8206576108932495,-0.022417545318603516,0.0012616484891623259
-28.141971588134766,-11.23182201385498,-285.1728210449219,-75.15838623046875,1.7438703775405884,-13.972628593444824,-32267,758,-5648,5686,2127,-32199,2.118410110473633,0.39675408601760864,-0.11675889790058136,-1.7440787553787231,-0.023154854774475098,-0.06497927010059357
-35.69950485229492,-11.051559448242188,-286.4603271484375,-75.76482391357422,1.5082659721374512,-11.914291381835938,-32416,714,-4728,4765,2106,-32350,1.9087834358215332,0.25371143221855164,-1.025053858757019,-1.7156462669372559,-0.021806716918945312,-0.06435511261224747
-43.30970001220703,-10.912866592407227,-287.5493469238281,-76.29585266113281,1.2918353080749512,-9.980592727661133,-32522,667,-3940,3975,2107,-32456,1.616038203239441,0.3137584924697876,-0.6424803733825684,-1.6913615465164185,-0.02036726474761963,-0.0643804669380188
-50.97507858276367,-10.816384315490723,-288.46746826171875,-76.83173370361328,0.8332655429840088,-8.422700881958008,-32592,460,-3346,3365,1637,-32552,1.531550407409668,0.42346829175949097,0.22020307183265686,-1.6731212139129639,-0.01406407356262207,-0.04999156668782234
-58.69344711303711,-10.720199584960938,-289.24005126953125,-77.35489654541016,0.905677080154419,-7.067601203918457,-32646,398,-2774,2789,1442,-32616,1.4246770143508911,0.3827403783798218,-0.12439675629138947,-1.6555898189544678,-0.012153148651123047,-0.044049132615327835
-66.4626693725586,-10.632545471191406,-289.8750305175781,-77.8211441040039,0.7399048209190369,-5.647532939910889,-32695,239,-2157,2165,1281,-32670,1.496187448501587,0.3195652365684509,-0.3332813084125519,-1.6366945505142212,-0.007317662239074707,-0.03910902515053749
-74.28022766113281,-10.563451766967773,-290.3521423339844,-78.23982238769531,0.7381960153579712,-3.7702391147613525,-32740,293,-1291,1299,983,-32726,2.3092660903930664,0.3526456356048584,-0.14526180922985077,-1.610210657119751,-0.008966922760009766,-0.030026670545339584
-110.25463104248047,-10.509515762329102,-288.8110656738281,-63.821964263916016,-0.6336560249328613,10.180865287780762,-32235,-266,5869,-5874,1093,-32217,4.362159252166748,-1.2806296348571777,0.5481182932853699,-1.3906980752944946,0.008145809173583984,-0.03339039161801338
-122.29197692871094,-10.595587730407715,-286.1567077636719,-56.36109924316406,-0.4909493625164032,15.821592330932617,-31257,-319,9824,-9829,1032,-31240,3.3586173057556152,-3.3852477073669434,0.07368668913841248,-1.266282081604004,0.009758710861206055,-0.03151140362024307
-127.73480987548828,-10.652206420898438,-284.46484375,-52.596614837646484,-0.6268472671508789,17.950105667114258,-30542,-422,11859,-11867,1023,-30525,3.3727025985717773,-3.004441499710083,0.012123025953769684,-1.20040762424469,0.012903690338134766,-0.031251780688762665
-137.7266082763672,-10.825443267822266,-280.3642883300781,-47.70620346069336,-1.0044649839401245,23.252498626708984,-29026,-706,15186,-15202,1196,-29002,3.787325382232666,-0.7281671762466431,0.2530060410499573,-1.0887668132781982,0.021559596061706543,-0.03654706850647926
-142.38526916503906,-10.92556381225586,-277.89349365234375,-45.462589263916016,-1.013805866241455,25.95977020263672,-28248,-635,16591,-16603,1193,-28223,3.3281097412109375,-0.6473958492279053,0.03105517476797104,-1.0397534370422363,0.019402503967285156,-0.03643098101019859
-146.8321990966797,-11.040876388549805,-275.18475341796875,-43.46493148803711,-1.3162075281143188,28.07037925720215,-27318,-825,18075,-18094,1242,-27289,2.848175525665283,-0.5512555837631226,-0.2836652398109436,-0.9862678647041321,0.025203585624694824,-0.03794665262103081
-155.03648376464844,-11.298526763916016,-269.0867004394531,-38.41080093383789,-1.2363874912261963,32.71210479736328,-24644,-819,21578,-21593,1279,-24612,3.2305192947387695,-0.563244104385376,-0.08335663378238678,-0.8516279458999634,0.024999499320983887,-0.03907497972249985
-158.75057983398438,-11.43582820892334,-265.71746826171875,-35.86894989013672,-1.4919660091400146,34.57249450683594,-23099,-987,23218,-23239,1244,-23066,3.270247459411621,-0.5773555040359497,-0.08931593596935272,-0.7828214168548584,0.03012871742248535,-0.03800363838672638
-162.19471740722656,-11.588016510009766,-262.15966796875,-33.02364730834961,-1.558214783668518,36.40874481201172,-21518,-1049,24688,-24709,1223,-21484,3.2598252296447754,-0.5704599618911743,-0.06019248068332672,-0.7168935537338257,0.03204023838043213,-0.03737093508243561
-165.3581085205078,-11.753981590270996,-258.43585205078125,-30.287147521972656,-1.7652837038040161,37.92167663574219,-19968,-1205,25951,-25978,1230,-19932,3.032240867614746,-0.5372406244277954,-0.17127421498298645,-0.6558515429496765,0.0368046760559082,-0.03758038207888603
-173.18499755859375,-12.331803321838379,-246.42233276367188,-22.06853485107422,-1.9491828680038452,42.40776824951172,-14867,-1327,29169,-29195,1252,-14823,3.0147271156311035,0.521345853805542,0.04734600707888603,-0.47136327624320984,0.04053378105163574,-0.03826021030545235
-175.28170776367188,-12.54285717010498,-242.0897674560547,-19.851886749267578,-2.269693613052368,44.04764175415039,-12957,-1534,30057,-30091,1250,-12908,2.7886717319488525,0.5886820554733276,-0.19701537489891052,-0.4070161283016205,0.04685711860656738,-0.03821645677089691
-181.01504516601562,-13.555163383483887,-223.2640838623047,-8.738038063049316,-2.8691911697387695,49.46038055419922,-5107,-1866,32312,-32354,1179,-5045,2.891291856765747,0.5356084108352661,-0.21265897154808044,-0.15676064789295197,0.05698895454406738,-0.036055754870176315
-181.74334716796875,-13.855005264282227,-218.26483154296875,-5.788923740386963,-3.0584027767181396,50.36768341064453,-3182,-1965,32552,-32597,1180,-3115,3.437666654586792,0.5505623817443848,0.20842264592647552,-0.09744523465633392,0.06003093719482422,-0.03610602766275406
-182.15029907226562,-14.157822608947754,-213.17413330078125,-2.4416468143463135,-3.0059311389923096,51.034000396728516,-1149,-1892,32692,-32728,1149,-1083,3.3437106609344482,0.48013946413993835,0.12396392226219177,-0.03513843193650246,0.057779669761657715,-0.03515210002660751
-182.2322998046875,-14.462607383728027,-208.0458984375,0.6438541412353516,-3.152057647705078,51.48361587524414,877,-2000,32694,-32735,1084,944,2.948599338531494,0.4586057662963867,-0.20480483770370483,0.026824941858649254,0.06109929084777832,-0.033169783651828766
-181.5151824951172,-15.158980369567871,-197.67276000976562,6.647056579589844,-3.6799895763397217,52.23291015625,4745,-2264,32342,-32391,1077,4828,3.504709482192993,0.8154844641685486,0.21604953706264496,0.14570090174674988,0.06916558742523193,-0.0329652801156044
-180.66064453125,-15.517858505249023,-192.4298553466797,10.25752067565918,-3.5344347953796387,52.42799758911133,6800,-2151,31981,-32021,993,6876,3.2986226081848145,0.8492923378944397,0.10601504147052765,0.20952728390693665,0.06570887565612793,-0.030387312173843384
-179.47967529296875,-15.885359764099121,-187.17477416992188,13.24205493927002,-3.833322048187256,52.574623107910156,8651,-2277,31522,-31568,924,8730,2.9727706909179688,0.9532268047332764,-0.1247839704155922,0.267850399017334,0.06956851482391357,-0.02828199602663517
-177.99371337890625,-16.276514053344727,-181.9120635986328,16.323457717895508,-3.9754860401153564,52.59547805786133,10236,-2341,31038,-31084,931,10321,2.841386318206787,0.9548225998878479,0.0006579205510206521,0.3185521960258484,0.07151055335998535,-0.02851330302655697
-176.22235107421875,-16.686067581176758,-176.6466827392578,18.86887550354004,-4.237154483795166,52.67795944213867,11348,-2446,30641,-30686,1005,11445,2.042724370956421,0.959864616394043,-0.1941165179014206,0.35471025109291077,0.07473766803741455,-0.030774904415011406
-167.76658630371094,-18.515390396118164,-155.13067626953125,22.091703414916992,-4.943430423736572,54.842628479003906,12179,-2760,30293,-30337,1295,12314,0.2759818732738495,0.40994513034820557,0.04023144021630287,0.3822571039199829,0.0843508243560791,-0.03969772160053253
-165.5181427001953,-19.02265167236328,-149.6078643798828,22.92774772644043,-5.065338134765625,55.52604675292969,12471,-2718,30178,-30220,1257,12602,0.7501174807548523,0.9613816738128662,0.38715553283691406,0.3918812572956085,0.08307492733001709,-0.03850558400154114
-163.16378784179688,-19.536821365356445,-144.02345275878906,24.12425422668457,-5.256216049194336,55.974029541015625,13022,-2707,29946,-29976,1382,13160,1.1880027055740356,1.0480244159698486,-0.327524334192276,0.41018301248550415,0.08271467685699463,-0.042353950440883636
-160.6673583984375,-20.055599212646484,-138.4108123779297,25.795236587524414,-5.127769470214844,56.18265914916992,13791,-2704,29600,-29585,1889,13957,1.785335898399353,0.8574773073196411,0.4405384659767151,0.4360133111476898,0.08264446258544922,-0.057908255606889725
-157.99160766601562,-20.583463668823242,-132.78416442871094,27.495426177978516,-5.486037731170654,56.145774841308594,14656,-2802,29172,-29124,2233,14847,1.3997876644134521,0.693052351474762,-0.46198970079421997,0.46556901931762695,0.08564627170562744,-0.06847147643566132
-155.15188598632812,-21.128019332885742,-127.16360473632812,28.99854850769043,-5.394014358520508,55.98185729980469,15241,-2766,28873,-28820,2235,15428,1.209296464920044,0.5133387446403503,0.11440885066986084,0.48570165038108826,0.08454358577728271,-0.06852184236049652
-145.92576599121094,-22.768310546875,-110.39215850830078,32.15372848510742,-5.413578987121582,55.86872482299805,16404,-2692,28236,-28230,1623,16555,0.42259877920150757,0.4551209807395935,0.21858417987823486,0.5263063311576843,0.08225774765014648,-0.04974677041172981
-139.40771484375,-23.820091247558594,-99.14189910888672,32.74260711669922,-4.872781753540039,56.255401611328125,16444,-2409,28239,-28229,1513,16568,-0.1517840325832367,-1.016150951385498,1.353696346282959,0.5273350477218628,0.0735929012298584,-0.04632165655493736
-136.10888671875,-24.325180053710938,-93.5052490234375,33.233314514160156,-5.127350807189941,56.3834114074707,16621,-2504,28126,-28118,1537,16753,0.602509617805481,0.3380753993988037,0.1391696184873581,0.5337398052215576,0.07651996612548828,-0.04707012325525284
-132.73301696777344,-24.82279396057129,-87.85486602783203,34.183597564697266,-4.9131178855896,56.33794021606445,17090,-2438,27850,-27839,1509,17215,1.0474599599838257,0.4259990155696869,-0.09959197044372559,0.5503973364830017,0.07449221611022949,-0.04622650519013405
-129.2449188232422,-25.321138381958008,-82.21918487548828,35.37709045410156,-5.0138325691223145,56.04119110107422,17666,-2437,27488,-27479,1448,17789,1.195724606513977,0.36623048782348633,-0.08900482952594757,0.5712156295776367,0.0744638442993164,-0.04434765875339508
-121.96026611328125,-26.27459716796875,-71.0704574584961,37.14008331298828,-3.2370622158050537,54.861236572265625,18643,-2181,26857,-26877,819,18723,1.1148552894592285,0.045623958110809326,-0.7464237213134766,0.6067892909049988,0.06663680076599121,-0.025063054636120796
-118.22787475585938,-26.69095802307129,-65.6212158203125,37.86427307128906,-4.610827445983887,54.40073013305664,19404,-1737,26345,-26354,704,19457,1.6689759492874146,1.9601738452911377,0.9996991157531738,0.6348361372947693,0.0530620813369751,-0.02153877168893814
-105.687744140625,-27.79717254638672,-49.8475341796875,45.50736618041992,-3.767380714416504,50.5326042175293,22289,-1732,23954,-23981,182,22327,2.9053025245666504,0.7329211235046387,-0.3914918899536133,0.7494109869003296,0.05289483070373535,-0.005567766726016998
-101.00442504882812,-28.151447296142578,-44.89404296875,47.6009407043457,-3.228646755218506,48.069847106933594,23432,-1551,22851,-22870,161,23464,3.3430542945861816,-3.060603618621826,0.7201412320137024,0.7979681491851807,0.04736912250518799,-0.00493785971775651
-96.268310546875,-28.446950912475586,-40.319488525390625,46.9984130859375,-2.723459005355835,43.544002532958984,24393,-1385,21833,-21850,94,24417,2.6089866161346436,-3.664072036743164,0.08674962818622589,0.840717613697052,0.04228830337524414,-0.0028983592055737972
-91.59523010253906,-28.700836181640625,-36.159812927246094,46.31297302246094,-2.3244972229003906,39.69749450683594,25035,-1228,21104,-21116,89,25055,2.566779613494873,-1.1889307498931885,0.3949698209762573,0.8704063296318054,0.03750348091125488,-0.0027391237672418356
-82.10891723632812,-29.203418731689453,-28.65359878540039,48.70292663574219,-2.413128614425659,35.021339416503906,26836,-1184,18764,-18769,229,26857,3.645481586456299,-0.5283162593841553,1.2592812776565552,0.9605975151062012,0.036152005195617676,-0.007010068278759718
-77.16170501708984,-29.402748107910156,-25.309431076049805,49.99535369873047,-2.08939528465271,32.127647399902344,27900,-1188,17141,-17141,314,27923,2.39871883392334,-0.46689337491989136,-0.9513044953346252,1.0198795795440674,0.03626692295074463,-0.009592117741703987
-72.10260009765625,-29.628398895263672,-22.245222091674805,51.197792053222656,-1.9787050485610962,28.82626724243164,28889,-995,15429,-15426,344,28906,4.373953819274902,-0.6539947986602783,1.327115535736084,1.0802586078643799,0.03039240837097168,-0.010526019148528576
-61.65697479248047,-29.98051643371582,-17.139820098876953,52.944496154785156,-2.0562851428985596,22.51593589782715,30531,-1037,11849,-11843,388,30549,4.291979789733887,-0.11441552639007568,0.6797472834587097,1.2005844116210938,0.03165924549102783,-0.011868556030094624
-56.279205322265625,-30.129310607910156,-15.097681045532227,54.3903923034668,-1.1293938159942627,18.548969268798828,31192,-676,10013,-10004,536,31197,3.6953608989715576,0.13835453987121582,0.272952139377594,1.2601515054702759,0.020655274391174316,-0.01639045961201191
-50.7772216796875,-30.249658584594727,-13.400741577148438,55.527400970458984,-1.2782320976257324,15.454668045043945,31714,-710,8207,-8196,565,31720,3.409315824508667,0.27738386392593384,-0.0289682075381279,1.3175605535507202,0.021700024604797363,-0.01726064644753933
-45.15616989135742,-30.362228393554688,-12.033699989318848,56.83614730834961,-0.831316351890564,11.886857986450195,32165,-405,6235,-6227,634,32163,3.9602725505828857,0.6671104431152344,0.8540185689926147,1.379302740097046,0.012378573417663574,-0.019354358315467834
-33.550437927246094,-30.473506927490234,-10.372391700744629,58.850948333740234,-0.4601867198944092,4.777644157409668,32712,-243,1866,-1862,618,32708,3.5547099113464355,0.4309849143028259,-0.06281761080026627,1.513786792755127,0.007444620132446289,-0.01886778697371483
-27.63787269592285,-30.528717041015625,-10.073419570922852,59.164573669433594,-0.47720101475715637,1.1108335256576538,32765,-193,-191,195,688,32759,4.264593601226807,0.12930555641651154,0.5930052995681763,1.5766521692276,0.005903840065002441,-0.02100466750562191
-21.72147560119629,-30.54067611694336,-10.179337501525879,59.007850646972656,0.03603637218475342,-2.9611520767211914,32688,0,-2268,2267,748,32679,3.6835391521453857,0.019104838371276855,0.0195402130484581,1.6400855779647827,-2.765655517578125e-05,-0.022856000810861588
-10.004921913146973,-30.486045837402344,-11.557632446289062,57.88559341430664,0.5903865098953247,-10.745814323425293,32100,340,-6567,6556,885,32092,3.856642484664917,0.009035766124725342,0.17277011275291443,1.772609829902649,-0.010404109954833984,-0.027014991268515587
-4.259671211242676,-30.42041015625,-12.826372146606445,56.81196975708008,0.730562150478363,-14.485977172851562,31576,422,-8740,8727,869,31571,3.9161345958709717,-0.41714704036712646,0.15947216749191284,1.8408424854278564,-0.012903690338134766,-0.026536690071225166
1.3453071117401123,-30.34320831298828,-14.461126327514648,55.15855026245117,0.8060454726219177,-18.046913146972656,30915,464,-10848,10834,851,30912,3.9408669471740723,-0.48713862895965576,0.16878050565719604,1.9082717895507812,-0.014183640480041504,-0.025994999334216118
6.782608509063721,-30.251907348632812,-16.4560604095459,53.22088623046875,1.0684946775436401,-21.634693145751953,30107,635,-12916,12900,816,30109,4.167336463928223,-0.4646413326263428,0.5078204870223999,1.9760684967041016,-0.019405484199523926,-0.024925950914621353
11.998732566833496,-30.12650489807129,-18.799449920654297,51.19306564331055,1.3234052658081055,-25.035924911499023,29149,766,-14947,14929,809,29156,3.73835825920105,-0.29932141304016113,0.06342542171478271,2.0446205139160156,-0.02339792251586914,-0.024713367223739624
26.512948989868164,-29.73345184326172,-27.73868751525879,45.61368179321289,1.5154764652252197,-34.6110725402832,25678,885,-20334,20328,502,25693,3.8226571083068848,0.5681389570236206,0.26214414834976196,2.2405552864074707,-0.027036309242248535,-0.015327516943216324
31.003032684326172,-29.578086853027344,-31.382680892944336,43.6910285949707,1.529875636100769,-37.68690490722656,24218,900,-22052,22052,371,24233,3.425649881362915,0.528091549873352,-0.14095894992351532,2.309422492980957,-0.027486801147460938,-0.011342408135533333
35.27073287963867,-29.429502487182617,-35.30169677734375,41.68549346923828,1.454667091369629,-40.60304260253906,22672,853,-23641,23645,217,22683,3.5726046562194824,0.6570959091186523,-0.055574167519807816,2.377122640609741,-0.026043415069580078,-0.006641316693276167
46.848548889160156,-29.03388214111328,-48.6770133972168,36.033912658691406,1.2946254014968872,-48.038761138916016,19163,718,-26569,26572,197,19171,1.6839559078216553,0.9256457686424255,0.013876186683773994,2.516740560531616,-0.02192544937133789,-0.006034119985997677
50.460693359375,-28.909889221191406,-53.52785110473633,36.537540435791016,1.1914119720458984,-48.70360565185547,19645,705,-26214,26219,131,19652,-1.006253957748413,0.825492262840271,-0.01713879033923149,2.498464345932007,-0.02153921127319336,-0.004025410860776901
54.202796936035156,-28.786996841430664,-58.38023376464844,38.36366653442383,1.2516285181045532,-48.23946762084961,20528,716,-25529,25534,39,20534,-2.0451090335845947,0.7564758062362671,-0.16004808247089386,2.464340925216675,-0.021859288215637207,-0.0012058025458827615
58.16237258911133,-28.66348648071289,-63.16459655761719,40.68514633178711,1.2814711332321167,-47.18826675415039,21608,723,-24621,24630,-168,21610,-2.7717065811157227,0.6035118103027344,0.24334582686424255,2.4212918281555176,-0.02207052707672119,0.005128409247845411
62.350643157958984,-28.531774520874023,-67.81877136230469,42.8642463684082,1.3048756122589111,-45.88774108886719,22640,748,-23675,23685,-315,22639,-2.279585361480713,0.6242188215255737,-0.064517542719841,2.3785459995269775,-0.022851228713989258,0.00964529812335968
66.75891876220703,-28.405776977539062,-72.37662506103516,44.828758239746094,1.1889897584915161,-44.9200553894043,23300,664,-23028,23037,-354,23298,-2.0377655029296875,0.7092790007591248,-0.08356207609176636,2.3503260612487793,-0.02029132843017578,0.010807115584611893
71.33761596679688,-28.29804039001465,-76.82090759277344,46.7197265625,0.9923158288002014,-43.94209671020508,23996,576,-22304,22311,-427,23993,-2.2132091522216797,0.6952284574508667,-0.1251700073480606,2.319674491882324,-0.01759350299835205,0.01304712425917387
81.0969009399414,-28.113630294799805,-85.33946228027344,50.70155715942383,0.8855794072151184,-41.367027282714844,25604,500,-20440,20446,-566,25598,-1.8432509899139404,0.7838175296783447,-0.24471509456634521,2.2445151805877686,-0.015268802642822266,0.01729581691324711
91.57522583007812,-27.966520309448242,-93.44287109375,53.80066680908203,0.6486486792564392,-39.588172912597656,26486,360,-19288,19291,-698,26477,-1.6954264640808105,0.697043240070343,0.09079144895076752,2.2002246379852295,-0.011005759239196777,0.021325141191482544
97.03765869140625,-27.900848388671875,-97.34390258789062,55.42782974243164,0.6746402382850647,-38.400569915771484,27042,393,-18498,18502,-669,27034,-2.124997615814209,0.6403362154960632,0.15818431973457336,2.170738935470581,-0.01200413703918457,0.020432237535715103
108.49742889404297,-27.739816665649414,-104.67396545410156,59.12567901611328,0.7865194082260132,-34.61192321777344,28464,416,-16226,16231,-564,28458,-2.9944794178009033,0.5320377349853516,-0.14857548475265503,2.088912010192871,-0.012697696685791016,0.017236102372407913
114.51374053955078,-27.6726016998291,-108.01278686523438,61.020301818847656,0.5521225929260254,-32.12440872192383,29224,301,-14816,14819,-565,29218,-3.1922225952148438,0.4976917505264282,-0.26671212911605835,2.0400280952453613,-0.0092010498046875,0.017270194366574287
120.7225570678711,-27.62679100036621,-111.09500122070312,62.832427978515625,0.3749433159828186,-29.5024356842041,29883,216,-13438,13439,-649,29876,-3.029783248901367,0.5421801805496216,-0.17517784237861633,1.9933909177780151,-0.0065964460372924805,0.019832076504826546
127.08843994140625,-27.604413986206055,-113.93025207519531,64.36384582519531,0.08797568082809448,-27.33344841003418,30312,80,-12443,12442,-703,30304,-2.432724714279175,0.5704416632652283,-0.14774569869041443,1.9603439569473267,-0.002462029457092285,0.021459465846419334
133.59458923339844,-27.598522186279297,-116.57514190673828,65.64263916015625,0.10901566594839096,-25.667760848999023,30596,111,-11725,11724,-769,30587,-1.8464792966842651,0.5872107148170471,0.20563334226608276,1.9367579221725464,-0.0034154653549194336,0.023493792861700058
146.96177673339844,-27.542587280273438,-121.42878723144531,67.82305145263672,0.46824121475219727,-22.82899284362793,31116,244,-10264,10267,-847,31105,-1.7415106296539307,0.5329973697662354,0.42349034547805786,1.88943350315094,-0.007470369338989258,0.025867709890007973
167.76580810546875,-27.331331253051758,-127.55863952636719,70.45113372802734,0.9835425615310669,-17.794315338134766,31824,494,-7788,7799,-864,31813,-2.05458402633667,0.45611223578453064,0.17245936393737793,1.8108198642730713,-0.015076875686645508,0.026382727548480034
174.86749267578125,-27.22259521484375,-129.2436981201172,71.35171508789062,1.1697301864624023,-15.910943984985352,32029,574,-6888,6900,-819,32021,-2.044588088989258,0.4317372739315033,0.1535952389240265,1.7826215028762817,-0.017524242401123047,0.025027120485901833
189.32928466796875,-26.942272186279297,-132.0041046142578,73.02630615234375,1.5940289497375488,-11.469128608703613,32409,748,-4769,4784,-686,32408,-2.730818748474121,0.4040415585041046,0.19837737083435059,1.7169023752212524,-0.022855758666992188,0.020951466634869576
211.55975341796875,-26.41836929321289,-134.2437286376953,74.8931655883789,2.005676507949829,-4.161826133728027,32716,914,-1563,1584,-765,32719,-1.4702203273773193,0.4570290744304657,0.29529663920402527,1.6185476779937744,-0.027911067008972168,0.023362332955002785
219.0811309814453,-26.208799362182617,-134.60733032226562,75.3802261352539,2.1974756717681885,-3.26198410987854,32725,1001,-1312,1338,-843,32728,-0.5989046096801758,0.45715758204460144,0.2968538701534271,1.6108856201171875,-0.030580759048461914,0.02574860490858555
226.6481170654297,-25.97395896911621,-134.91665649414062,75.8289794921875,2.4850282669067383,-2.990093469619751,32722,1133,-1265,1297,-908,32728,-0.1466902643442154,0.45046883821487427,0.2190452516078949,1.6094481945037842,-0.03459310531616211,0.027754507958889008
234.2602996826172,-25.70599365234375,-135.21286010742188,76.25078582763672,2.836167573928833,-2.9463143348693848,32718,1271,-1261,1301,-1002,32725,-0.017357297241687775,0.43727803230285645,0.2294502854347229,1.609342098236084,-0.038808465003967285,0.030627747997641563
241.914306640625,-25.406982421875,-135.50717163085938,76.65690612792969,3.1259751319885254,-2.936678171157837,32713,1379,-1255,1300,-1047,32724,-0.015705730766057968,0.4193741977214813,0.2720835208892822,1.609155535697937,-0.04212367534637451,0.032001789659261703
249.60784912109375,-25.086488723754883,-135.80087280273438,77.05492401123047,3.250462293624878,-2.934483528137207,32711,1431,-1250,1295,-1025,32725,-0.011668541468679905,0.4034924805164337,0.07185295224189758,1.6090021133422852,-0.04371345043182373,0.03133891150355339
257.3399353027344,-24.75785255432129,-136.09471130371094,77.44290924072266,3.3150227069854736,-2.9388821125030518,32711,1452,-1247,1291,-983,32726,-0.004015606828033924,0.39275556802749634,0.046679869294166565,1.6089013814926147,-0.044339776039123535,0.03006240539252758
265.10955810546875,-24.4209041595459,-136.3892059326172,77.81715393066406,3.429522752761841,-2.9500560760498047,32709,1496,-1245,1289,-944,32728,0.009728564880788326,0.3811533451080322,0.11542380601167679,1.6088526248931885,-0.045673489570617676,0.02884824573993683
280.76556396484375,-23.711271286010742,-136.98486328125,78.5349349975586,3.5563900470733643,-2.9957971572875977,32706,1537,-1253,1297,-908,32728,-0.00040421728044748306,0.3580552637577057,-0.04530906304717064,1.60910964012146,-0.046953678131103516,0.02776084467768669
