m_speed,m_throttle,m_steer,m_brake,m_clutch,m_gear,m_engineRPM,m_drs,m_revLightsPercent,m_revLightsBitValue,m_brakesTemperature,m_tyresSurfaceTemperature,m_tyresInnerTemperature,m_engineTemperature,m_tyresPressure,m_surfaceType
279,1,0,0,0,7,11263,1,30,24591,"683,682,570,569","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
283,1,-0.02605932392179966,0,0,7,11402,1,46,24703,"674,673,555,555","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
284,1,-0.04927666112780571,0,0,7,11459,1,52,24831,"670,669,548,548","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
286,1,-0.0033235126174986362,0,0,7,11522,1,59,25087,"666,664,541,541","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
287,1,-0.00728185661137104,0,0,7,11585,1,67,25599,"662,660,534,534","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
289,1,-0.010775272734463215,0,0,7,11641,1,73,26623,"657,656,528,527","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
295,1,0.013790729455649853,0,0,7,11864,1,98,32767,"640,639,501,500","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
296,1,0.0031736528035253286,0,0,7,11916,1,100,32767,"636,635,494,494","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
297,1,0,0,0,7,11968,1,100,32767,"632,630,488,487","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
300,1,-0.0001653861254453659,0,0,7,12063,1,100,32767,"623,622,475,474","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
301,1,-0.007371427491307259,0,0,7,12010,1,100,32767,"619,618,469,468","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
301,1,-0.013398080132901669,0,0,8,10779,1,0,24576,"615,613,462,462","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
302,1,-0.02242635004222393,0,0,8,10823,1,0,24576,"611,609,456,456","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
303,1,-0.028845060616731644,0,0,8,10751,1,0,24576,"606,605,450,449","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
304,1,-0.02845633774995804,0,0,8,10899,1,0,24576,"602,601,444,443","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
306,1,-0.027964884415268898,0,0,8,10937,1,0,24576,"598,597,438,437","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
307,1,-0.027940774336457253,0,0,8,10974,1,0,24576,"594,593,432,431","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
311,1,-0.0017379268538206816,0,0,8,11112,1,14,24579,"578,576,409,408","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
312,1,0,0,0,8,11146,1,18,24579,"574,572,403,403","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
312,1,0,0,0,8,11159,1,19,24583,"570,568,398,397","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
314,1,5.118557601235807e-05,0,0,8,11242,1,28,24591,"562,560,387,386","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
316,1,-0.0069436244666576385,0,0,8,11300,1,35,24607,"554,552,376,376","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
317,1,-0.027100462466478348,0,0,8,11327,1,38,24639,"550,549,371,371","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
317,1,-0.04474133998155594,0,0,8,11352,1,41,24639,"546,545,366,366","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
318,1,-0.04551902040839195,0,0,8,11374,1,43,24639,"542,541,361,360","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
319,1,-0.04754039645195007,0,0,8,11410,1,47,24703,"534,533,351,350","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
320,1,-0.05424473434686661,0,0,8,11428,1,49,24703,"530,529,346,346","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
320,1,-0.05494377762079239,0,0,8,11436,1,50,24831,"527,525,341,341","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
320,1,-0.05688590183854103,0,0,8,11451,1,51,24831,"523,522,336,336","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
320,1,-0.05917184799909592,0,0,8,11458,1,52,24831,"515,514,327,327","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
321,1,-0.061018530279397964,0,0,8,11502,1,57,25087,"508,507,318,318","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
321,1,-0.05890626832842827,0,0,8,11481,1,55,24831,"504,503,314,313","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
321,1,-0.056052982807159424,0,0,8,11410,1,47,24703,"501,500,309,309","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
322,1,0.0030677460599690676,0,0,8,11496,1,56,25087,"493,492,301,300","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
322,1,0.02407890185713768,0,0,8,11511,1,58,25087,"490,489,297,296","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
323,1,0.03762819617986679,0,0,8,11404,1,46,24703,"486,485,293,292","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
323,1,0.06309756636619568,0,0,8,11540,1,61,25087,"483,482,289,288","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
323,1,0.04406127706170082,0,0,8,11539,1,61,25087,"479,478,285,284","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
309,0,-4.7388184611918405e-05,1,0,7,12022,0,100,32767,"554,553,515,514","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
294,0,-0.0008964207954704762,1,0,7,11435,0,50,16639,"616,615,673,672","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
279,0,-0.0010910676792263985,1,0,6,12345,0,100,32767,"668,667,782,781","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
238,0,-0.009452808648347855,1,0,5,12045,0,100,32767,"780,780,950,951","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
213,0,0,1,0,4,12546,0,0,0,"830,830,1000,1001","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
191,0,0.006406054366379976,1,0,4,11193,0,23,7,"868,868,1029,1029","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
181,0,0.035750407725572586,1,0,3,12700,0,100,32767,"883,883,1039,1039","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
171,0,0.06160032004117966,1,0,3,12066,0,100,32767,"897,896,1047,1046","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
145,0,0.08785262703895569,1,0,2,12359,0,100,32767,"927,927,1062,1062","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
136,0,0.1394534409046173,1,0,2,11630,0,72,2047,"935,935,1065,1065","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
120,0,0.29079726338386536,1,0,2,10160,0,0,0,"949,948,1071,1070","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
112,0,0.37726253271102905,1,0,2,9430,0,0,0,"954,953,1073,1071","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
82,0,0.7841817736625671,0,0,2,7056,0,0,0,"973,970,1076,1074","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
81,0,0.86266028881073,0,0,2,6995,0,0,0,"971,969,1072,1070","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
79,0,0.9328898191452026,0,0,2,6840,0,0,0,"969,967,1068,1066","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
77,0,0.9961772561073303,0,0,2,6690,0,0,0,"967,965,1064,1062","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
75,0,1,0,0,2,6539,0,0,0,"965,963,1060,1058","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
73,0,1,0,0,2,6387,0,0,0,"963,961,1056,1054","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
70,0.010925740003585815,1,0,0,2,6086,0,0,0,"960,958,1049,1047","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
66,0.13827383518218994,0.5021952986717224,0,0,2,5868,0,0,0,"954,952,1035,1033","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
67,0.17389273643493652,0.5021952986717224,0,0,2,5891,0,0,0,"952,950,1031,1029","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
67,0.21515655517578125,0.5145335793495178,0,0,2,6011,0,0,0,"951,949,1028,1026","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
67,0.2448572814464569,0.5145335793495178,0,0,2,6167,0,0,0,"949,947,1024,1022","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
69,0.28345295786857605,0.4281196892261505,0,0,2,6201,0,0,0,"946,944,1018,1016","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
72,0.3371421694755554,0.27320870757102966,0,0,2,6464,0,0,0,"943,941,1010,1009","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
73,0.3909110426902771,0.18600217998027802,0,0,2,6639,0,0,0,"941,939,1007,1005","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
75,0.46403270959854126,0.03785175085067749,0,0,2,6874,0,0,0,"939,937,1003,1001","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
78,0.565567135810852,0.007594164460897446,0,0,2,7172,0,0,0,"937,935,1000,998","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
81,0.6540516018867493,0.0041305688209831715,0,0,2,7649,0,0,0,"936,934,996,994","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
85,0.7249692678451538,0.001939693815074861,0,0,2,8056,0,0,0,"934,932,992,990","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
93,0.8472257852554321,0.00923243910074234,0,0,2,9165,0,0,0,"930,928,983,982","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
102,0.8393730521202087,0.008371885865926743,0,0,2,9961,0,0,0,"926,924,974,973","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
105,0.7782909274101257,0.008038518950343132,0,0,2,10104,0,0,0,"924,922,971,969","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
112,0.7832640409469604,0.008253924548625946,0,0,3,9227,0,0,0,"919,917,961,959","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
117,0.816106379032135,0.01135987974703312,0,0,3,8952,0,0,0,"917,915,956,954","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
121,0.8845197558403015,0.014432461000978947,0,0,3,9268,0,0,0,"914,912,950,949","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
126,1,0.014042419381439686,0,0,3,9730,0,0,0,"912,910,945,943","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
131,1,0.01588410697877407,0,0,3,10212,0,0,0,"909,907,939,938","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
136,1,0.017984779551625252,0,0,3,10612,0,0,0,"906,904,934,932","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
141,1,0.01754949241876602,0,0,3,10966,0,0,0,"903,901,928,926","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
146,1,0.017090212553739548,0,0,3,11334,0,39,63,"900,898,922,920","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
151,1,0.030826956033706665,0,0,3,11747,0,85,8191,"897,895,916,914","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
156,1,0.030063752084970474,0,0,3,11878,0,100,32767,"894,892,909,907","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
159,1,0.04891222342848778,0,0,4,9943,0,0,0,"891,889,903,901","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
163,1,0.06843527406454086,0,0,4,10437,0,0,0,"888,886,896,894","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
176,1,0.04746215045452118,0,0,4,11059,0,8,1,"878,876,876,874","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
180,1,0.02530547045171261,0,0,4,11324,0,38,16447,"874,872,869,867","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
184,1,0.019474096596240997,0,0,4,11523,0,59,16895,"870,869,862,860","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
188,1,0.018467195332050323,0,0,4,11747,0,85,24575,"867,865,854,853","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
196,1,0.01267488207668066,0,0,4,12177,0,100,32767,"859,857,840,838","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
202,1,0.00445687398314476,0,0,5,10733,0,0,16384,"852,850,825,823","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
205,1,0.004229594022035599,0,0,5,10910,0,0,16384,"848,846,817,816","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
212,1,0.005529779475182295,0,0,5,11272,0,31,16415,"840,838,802,801","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
231,1,0.02868458814918995,0,0,5,12178,0,100,32767,"815,813,755,754","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
233,1,0.022657284513115883,0,0,5,12325,0,100,32767,"811,809,747,746","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
236,1,0.019610662013292313,0,0,5,12446,0,100,32767,"806,805,740,738","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
239,1,0.019214818254113197,0,0,5,12596,1,0,24576,"802,800,732,730","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
244,1,0.00434315949678421,0,0,5,12846,1,0,24576,"793,792,716,715","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
247,1,0.0043578920885920525,0,0,5,12975,1,100,32767,"789,787,708,707","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
248,1,0.006921576336026192,0,0,6,11404,1,46,24703,"785,783,700,699","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
251,1,0.0274108424782753,0,0,6,11519,1,59,25087,"780,779,692,691","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
254,1,0.04475141316652298,0,0,6,11653,1,74,26623,"776,774,685,683","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
261,1,0.013362116180360317,0,0,6,11960,1,100,32767,"762,761,661,660","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
263,1,0.0030102096498012543,0,0,6,12062,1,100,32767,"758,756,653,652","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
268,1,0,0,0,6,12253,1,100,32767,"749,747,638,637","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
272,1,0,0,0,6,12428,1,100,32767,"740,738,623,621","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
274,1,0,0,0,6,12516,1,100,32767,"735,734,615,614","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
277,1,-0.0008334455778822303,0,0,7,11193,1,23,24583,"726,724,600,599","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
279,1,-0.005347217433154583,0,0,7,11264,1,30,24591,"721,720,592,591","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
281,1,-0.004923099186271429,0,0,7,11342,1,40,24639,"717,715,585,584","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
285,1,0,0,0,7,11475,1,54,24831,"708,706,570,569","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
286,1,0,0,0,7,11547,1,62,25087,"703,702,563,562","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
288,1,-0.00034469985985197127,0,0,7,11615,1,70,26623,"699,697,556,555","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
290,1,-0.0052827754989266396,0,0,7,11683,1,78,28671,"694,693,549,548","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
291,1,-0.006730942055583,0,0,7,11743,1,85,32767,"689,688,542,541","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
293,1,-0.007083626464009285,0,0,7,11798,1,91,32767,"685,683,534,534","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
295,1,-0.008086885325610638,0,0,7,11866,1,0,24576,"680,679,527,527","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
296,1,-0.012001218274235725,0,0,7,11927,1,0,24576,"676,674,521,520","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
298,1,-0.006683083716779947,0,0,7,11977,1,0,24576,"671,670,514,513","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
299,1,-0.0004681700374931097,0,0,7,12028,1,100,32767,"667,665,507,506","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
302,1,-0.004866988863795996,0,0,7,12138,1,100,32767,"658,656,493,492","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
303,1,-0.011383451521396637,0,0,7,12188,1,100,32767,"653,652,487,486","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
304,1,-0.014734051190316677,0,0,8,10875,1,0,24576,"649,647,480,479","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
305,1,-0.02128182351589203,0,0,8,10925,1,0,24576,"644,643,474,473","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
311,1,0,0,0,8,11140,1,17,24579,"622,621,442,441","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
313,1,0,0,0,8,11180,1,21,24583,"618,616,436,435","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
314,1,0,0,0,8,11220,1,26,24591,"613,612,430,429","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
315,1,0,0,0,8,11261,1,30,24591,"609,608,424,423","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
316,1,0,0,0,8,11299,1,35,24607,"605,603,418,417","100,100,100,100","100,100,100,100",110,"20.575702667236328,20.575702667236328,23.008298873901367,23.008298873901367","0,0,0,0"
