m_lastLapTimeInMS,m_currentLapTimeInMS,m_sector1TimeInMS,m_sector1TimeMinutes,m_sector2TimeInMS,m_sector2TimeMinutes,m_deltaToCarInFrontInMS,m_deltaToRaceLeaderInMS,m_lapDistance,m_totalDistance,m_safetyCarDelta,m_carPosition,m_currentLapNum,m_pitStatus,m_numPitStops,m_sector,m_currentLapInvalid,m_penalties,m_totalWarnings,m_cornerCuttingWarnings,m_numUnservedDriveThroughPens,m_numUnservedStopGoPens,m_gridPosition,m_driverStatus,m_resultStatus,m_pitLaneTimerActive,m_pitLaneTimeInLaneInMS,m_pitStopTimerInMS,m_pitStopShouldServePen
66606,34631,17074,0,0,0,0,0,2224.87109375,49783.22265625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,35132,17074,0,0,0,0,0,2242.390625,49800.7421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,35432,17074,0,0,0,0,0,2251.48828125,49809.83984375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,35532,17074,0,0,0,0,0,2254.39453125,49812.74609375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,35732,17074,0,0,0,0,0,2260.390625,49818.7421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,36133,17074,0,0,0,0,0,2273.703125,49832.0546875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,36333,17074,0,0,0,0,0,2281.078125,49839.4296875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,36433,17074,0,0,0,0,0,2284.96484375,49843.31640625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,36633,17074,0,0,0,0,0,2292.98046875,49851.33203125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,36733,17074,0,0,0,0,0,2297.09375,49855.4453125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,36833,17074,0,0,0,0,0,2301.3359375,49859.6875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,37534,17074,0,0,0,0,0,2334.09765625,49892.44921875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,37734,17074,0,0,0,0,0,2344.46484375,49902.81640625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,37835,17074,0,0,0,0,0,2349.8046875,49908.15625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,38035,17074,0,0,0,0,0,2360.765625,49919.1171875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,38335,17074,0,0,0,0,0,2377.97265625,49936.32421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,38735,17074,0,0,0,0,0,2402.2578125,49960.609375,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,38836,17074,0,0,0,0,0,2408.50390625,49966.85546875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,39036,17074,0,0,0,0,0,2421.23046875,49979.58203125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,39319,17074,0,0,0,0,0,2439.8125,49998.1640625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,39419,17074,0,0,0,0,0,2446.44921875,50004.80078125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,39519,17074,0,0,0,0,0,2453.16015625,50011.51171875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,39820,17074,0,0,0,0,0,2473.7109375,50032.0625,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,40120,17074,0,0,0,0,0,2494.703125,50053.0546875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,40320,17074,0,0,0,0,0,2508.890625,50067.2421875,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,41521,17074,0,0,0,0,0,2597.53125,50155.8828125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,41622,17074,0,0,0,0,0,2605.19921875,50163.55078125,0,1,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
66606,41922,17074,0,0,0,0,0,2628.36328125,50186.71484375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,42022,17074,0,0,0,0,0,2636.1484375,50194.5,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,42122,17074,0,0,0,0,0,2643.95703125,50202.30859375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,42522,17074,0,0,0,0,0,2672.67578125,50231.02734375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,42823,17074,0,0,0,0,0,2691.53125,50249.8828125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,43023,17074,0,0,0,0,0,2702.4765625,50260.828125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,43423,17074,0,0,0,0,0,2723.28125,50281.6328125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,43623,17074,0,0,0,0,0,2733.12890625,50291.48046875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,44124,17074,0,0,0,0,0,2756.94140625,50315.29296875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,44524,17074,0,0,0,0,0,2776.27734375,50334.62890625,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,44925,17074,0,0,0,0,0,2796.25,50354.6015625,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,45025,17074,0,0,0,0,0,2801.43359375,50359.78515625,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,45125,17074,0,0,0,0,0,2806.703125,50365.0546875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,45225,17074,0,0,0,0,0,2811.96875,50370.3203125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,45325,17074,0,0,0,0,0,2817.265625,50375.6171875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,45525,17074,0,0,0,0,0,2828.1640625,50386.515625,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,45625,17074,0,0,0,0,0,2833.83203125,50392.18359375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,45725,17074,0,0,0,0,0,2839.546875,50397.8984375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,46026,17074,0,0,0,0,0,2857.01953125,50415.37109375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,46126,17074,0,0,0,0,0,2862.97265625,50421.32421875,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,46226,17074,0,0,0,0,0,2869.08203125,50427.43359375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,46426,17074,0,0,0,0,0,2881.609375,50439.9609375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,46827,17074,0,0,0,0,0,2907.32421875,50465.67578125,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,46927,17074,0,0,0,0,0,2913.859375,50472.2109375,0,1,12,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,47714,17074,0,30173,0,0,0,2966.9296875,50525.28125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,48615,17074,0,30173,0,0,0,3023.06640625,50581.41796875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,48715,17074,0,30173,0,0,0,3029.1875,50587.5390625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,49015,17074,0,30173,0,0,0,3047.44140625,50605.79296875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,49115,17074,0,30173,0,0,0,3053.5703125,50611.921875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,49616,17074,0,30173,0,0,0,3084.40234375,50642.75390625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,50116,17074,0,30173,0,0,0,3113.578125,50671.9296875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,50617,17074,0,30173,0,0,0,3141.5859375,50699.9375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,50717,17074,0,30173,0,0,0,3147.24609375,50705.59765625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,51117,17074,0,30173,0,0,0,3172.3125,50730.6640625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,52018,17074,0,30173,0,0,0,3232.6484375,50791,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,52419,17074,0,30173,0,0,0,3260.7890625,50819.140625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,52519,17074,0,30173,0,0,0,3267.92578125,50826.27734375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,52919,17074,0,30173,0,0,0,3296.80859375,50855.16015625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,53019,17074,0,30173,0,0,0,3304.06640625,50862.41796875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,54320,17074,0,30173,0,0,0,3401.75,50960.1015625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,54721,17074,0,30173,0,0,0,3433.2578125,50991.609375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,55522,17074,0,30173,0,0,0,3497.8359375,51056.1875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,55805,17074,0,30173,0,0,0,3521.13671875,51079.48828125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,55922,17074,0,30173,0,0,0,3530.75,51089.1015625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,56022,17074,0,30173,0,0,0,3539.02734375,51097.37890625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,56206,17074,0,30173,0,0,0,3554.26171875,51112.61328125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,56306,17074,0,30173,0,0,0,3562.60546875,51120.95703125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,56406,17074,0,30173,0,0,0,3570.9765625,51129.328125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,56506,17074,0,30173,0,0,0,3579.37109375,51137.72265625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,56906,17074,0,30173,0,0,0,3613.19921875,51171.55078125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,57507,17074,0,30173,0,0,0,3664.62109375,51222.97265625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,57807,17074,0,30173,0,0,0,3690.640625,51248.9921875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,57907,17074,0,30173,0,0,0,3699.33984375,51257.69140625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,58208,17074,0,30173,0,0,0,3725.25390625,51283.60546875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,58608,17074,0,30173,0,0,0,3754.98828125,51313.33984375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,58908,17074,0,30173,0,0,0,3775.8984375,51334.25,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,59008,17074,0,30173,0,0,0,3782.921875,51341.2734375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,59108,17074,0,30173,0,0,0,3789.94140625,51348.29296875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,59208,17074,0,30173,0,0,0,3796.96875,51355.3203125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,59709,17074,0,30173,0,0,0,3830.81640625,51389.16796875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,59809,17074,0,30173,0,0,0,3837.359375,51395.7109375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,59909,17074,0,30173,0,0,0,3843.73046875,51402.08203125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,60109,17074,0,30173,0,0,0,3856.484375,51414.8359375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,60710,17074,0,30173,0,0,0,3896.56640625,51454.91796875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,60810,17074,0,30173,0,0,0,3903.5,51461.8515625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,61010,17074,0,30173,0,0,0,3917.5859375,51475.9375,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,61511,17074,0,30173,0,0,0,3953.37109375,51511.72265625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,61711,17074,0,30173,0,0,0,3966.16015625,51524.51171875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,62012,17074,0,30173,0,0,0,3982.8984375,51541.25,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,62212,17074,0,30173,0,0,0,3993.46875,51551.8203125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,62512,17074,0,30173,0,0,0,4012.96484375,51571.31640625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,62612,17074,0,30173,0,0,0,4019.375,51577.7265625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,63012,17074,0,30173,0,0,0,4040.88671875,51599.23828125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,63213,17074,0,30173,0,0,0,4051.65625,51610.0078125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,63413,17074,0,30173,0,0,0,4062.66796875,51621.01953125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,63513,17074,0,30173,0,0,0,4068.25,51626.6015625,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,63613,17074,0,30173,0,0,0,4073.87890625,51632.23046875,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,64013,17074,0,30173,0,0,0,4096.78125,51655.1328125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,64213,17074,0,30173,0,0,0,4108.71875,51667.0703125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
66606,64614,17074,0,30173,0,0,0,4133.6796875,51692.03125,0,1,12,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
