speed,rpm,gear,direction,position_x,position_y
,,7,0.001800105226776122,,
,,7,0.001822250360511418,,
,,7,0.0018553445245095186,,
,,6,0.0018790468922781165,,
,,5,0.001918606813489212,,
,,5,0.0019651440034953683,,
,,5,0.002017720987980986,,
,,5,0.002075523130935744,,
,,5,0.002134100467028662,,
,,5,0.0021943910479403418,,
,,5,0.0022571232170200007,,
,,5,0.0023143364476727693,,
,,5,0.0023626418257996296,,
,,5,0.0024148672470139243,,
,,5,0.0024651310836378074,,
,,5,0.002495611063742751,,
,,6,0.002505462142778147,,
,,6,0.002513941282934718,,
,,6,0.0025075355885867574,,
,,6,0.0025075355885867574,,
,,6,0.0025075355885867574,,
,,6,0.0025137285967523106,,
,,5,0.002530294457418012,,
,,4,0.0025653525934888296,,
,,4,0.0026085278026930863,,
,,4,0.002666042053772818,,
,,4,0.0027359116818274037,,
,,4,0.002805505355418489,,
,,4,0.002873586005010814,,
,,4,0.002937130869946327,,
,,4,0.0030009813118109805,,
,,4,0.0030641398987542425,,
,,4,0.003125512596918227,,
,,4,0.0031904821386042293,,
,,4,0.0032584121427444235,,
,,5,0.00330248453554982,,
,,5,0.003325421130072317,,
,,5,0.0033311610022886532,,
,,5,0.0033311609728355787,,
,,5,0.003342602984384779,,
,,5,0.0033544524257710993,,
,,5,0.0033570406381545023,,
,,6,0.003365235345424572,,
,,6,0.003370964080608117,,
,,6,0.0033645914768169237,,
,,6,0.0033645914768169237,,
,,6,0.0033645914768169237,,
,,6,0.0033645914768169237,,
,,6,0.0033645914768169237,,
,,6,0.0033645914768169237,,
,,6,0.0033645914768169237,,
,,6,0.0033645914768169237,,
,,6,0.0033645914768169237,,
,,7,0.0033645914768169237,,
,,7,0.0033645914768169237,,
,,7,0.0033645914768169237,,
,,7,0.0033645914768169237,,
,,7,0.0033645914768169237,,
,,7,0.0033626311711420064,,
,,7,0.0033621872930260344,,
,,7,0.0033621872930260344,,
,,7,0.0033608257101442928,,
,,7,0.0033600949820760595,,
,,7,0.003355953311450917,,
,,7,0.0033560620045777873,,
,,7,0.003356275683431385,,
,,7,0.003356275683431385,,
,,7,0.003356275683431385,,
,,7,0.003356275683431385,,
,,7,0.0033563477812967725,,
,,7,0.0033563477812967725,,
,,7,0.0033561771249946016,,
,,7,0.0033561529825083354,,
,,7,0.0033561529825083354,,
,,7,0.0033561529825083354,,
,,7,0.0033561529825083354,,
,,7,0.0033561529825083354,,
,,7,0.0033561529825083354,,
,,7,0.003353720973527939,,
,,7,0.0033513018765876034,,
,,7,0.0033489343423080756,,
,,7,0.0033466384203067246,,
,,7,0.0033443082032793875,,
,,7,0.003342690726604674,,
,,7,0.003342690726604674,,
,,7,0.003342690726604674,,
,,7,0.003342690726604674,,
,,7,0.003342690726604674,,
,,7,0.003342697681088642,,
,,7,0.0033510772615425962,,
,,7,0.0033589365242978333,,
,,6,0.0033639705086323758,,
,,5,0.0033736852001403344,,
,,5,0.0033744820219533834,,
,,5,0.003380936611574854,,
,,4,0.003393756098985262,,
,,4,0.0034190280647205824,,
,,4,0.0034567778582252915,,
,,4,0.0035058324740726565,,
,,3,0.0035651750840689713,,
,,3,0.003647880992533144,,
,,3,0.0037375775168067464,,
,,3,0.0038273655040190367,,
,,3,0.003913720629772836,,
,,3,0.003980730256883569,,
,,3,0.0040476623870468785,,
,,3,0.004101007027716711,,
,,3,0.004131671208063223,,
,,3,0.004163187904245521,,
,,3,0.0041936863184186355,,
,,3,0.004210506084446546,,
,,3,0.00420957761455427,,
,,3,0.004202607201968607,,
,,3,0.004198925044315136,,
,,4,0.004197830683820152,,
,,4,0.0041976002708904656,,
,,4,0.004195333556048567,,
,,4,0.00419241851980148,,
,,4,0.004189538044831469,,
,,5,0.004188675171291862,,
,,5,0.004188675171291862,,
,,5,0.004188675171291862,,
,,5,0.004188675171291862,,
,,5,0.004188684501305257,,
,,5,0.004187715857894513,,
,,5,0.004186799743970881,,
,,5,0.004186799743970881,,
,,5,0.004186799743970881,,
,,6,0.004186806778190869,,
,,6,0.004186814728741089,,
,,6,0.004186814728741089,,
,,6,0.004186814728741089,,
,,6,0.0041845828701980795,,
,,6,0.0041845828701980795,,
,,6,0.0041846001211058555,,
,,6,0.004191227913726054,,
,,6,0.004191432278220877,,
,,7,0.004191738829128365,,
,,7,0.004193873613141482,,
,,7,0.004198608716485479,,
,,7,0.004206235834297296,,
,,7,0.004213832626142423,,
,,7,0.004216166543702315,,
,,7,0.004216166543702315,,
,,7,0.004216166543702315,,
,,7,0.004216166543702315,,
,,7,0.004217697695369182,,
,,7,0.004220535277581109,,
,,7,0.004220535277581109,,
,,7,0.004220535277581109,,
,,7,0.004220535277581109,,
,,7,0.004220535277581109,,
,,7,0.004220535277581109,,
,,7,0.004220531748524586,,
,,7,0.004220328152772894,,
,,7,0.004219588689864629,,
,,7,0.004218690046433792,,
,,7,0.004217360514461703,,
,,7,0.004214795338649295,,
,,7,0.004209800433733043,,
,,7,0.004204790293337728,,
,,7,0.004199767645968114,,
,,7,0.004194565141923256,,
,,7,0.004189345742800047,,
,,7,0.004184814073819432,,
,,7,0.0041817904396367405,,
,,7,0.004178272996156022,,
,,7,0.0041729612508166975,,
,,7,0.004167340854144616,,
,,7,0.004160195406986792,,
,,7,0.004151513663079215,,
,,7,0.004140225893810062,,
,,7,0.004131099785610072,,
,,7,0.004124431930490634,,
,,7,0.0041203662968206725,,
,,7,0.004117631830827759,,
,,7,0.0041152042344959295,,
,,7,0.004111966190813334,,
,,7,0.004108781327128755,,
,,7,0.0041056268137928354,,
,,7,0.0041056268137928354,,
,,6,0.0041056268137928354,,
,,6,0.0041056268137928354,,
,,5,0.00410563915067497,,
,,5,0.004105651808602858,,
,,5,0.004105728623749185,,
,,4,0.00410679669576883,,
,,3,0.004114325586758947,,
,,3,0.004122218143579111,,
,,3,0.004129413206416327,,
,,2,0.004192398120926704,,
,,2,0.004270771357580562,,
,,2,0.004374884956430174,,
,,2,0.004499851044197267,,
,,2,0.004634348294222511,,
,,2,0.004779214894847114,,
,,2,0.004926629942978436,,
,,2,0.005085454992711012,,
,,2,0.005253909908109639,,
,,2,0.005428442833309072,,
,,2,0.005602975758508506,,
,,2,0.005777508683707939,,
,,2,0.005941130429861857,,
,,2,0.00608738010574789,,
,,2,0.006184656319378995,,
,,2,0.006252798455743284,,
,,2,0.0063163335938990345,,
,,2,0.0063909220053086175,,
,,2,0.006475960744059456,,
,,2,0.006558661362611853,,
,,2,0.006570936500155524,,
,,2,0.006570351753919131,,
,,2,0.006568922250351713,,
,,2,0.006567484710000006,,
,,3,0.006567238455069484,,
,,3,0.006566997756037689,,
,,3,0.006566884716896139,,
,,3,0.006566884716896139,,
,,3,0.006566884716896139,,
,,3,0.006566884716896139,,
,,3,0.006568156887037608,,
,,3,0.006571094971071395,,
,,4,0.006576454446226158,,
,,4,0.006581756830515239,,
,,4,0.006586405760182138,,
,,4,0.006590966253525309,,
,,4,0.006595505783902589,,
,,5,0.006599926262006579,,
,,5,0.006604313223031908,,
,,5,0.006608672806358116,,
,,5,0.006611512235097752,,
,,5,0.006611512235097752,,
,,5,0.006611512235097752,,
,,6,0.006617276369647886,,
,,6,0.0066217616114603375,,
,,6,0.006626397413225486,,
,,6,0.006631076584985105,,
,,6,0.006633605088854742,,
,,6,0.006634450446632366,,
,,6,0.0066353055830420705,,
,,7,0.0066361567657531205,,
,,7,0.006636711370594321,,
,,7,0.006636858128961364,,
,,7,0.006636858128961364,,
,,7,0.006636858128961364,,
,,7,0.006636858128961364,,
,,7,0.006636858128961364,,
,,7,0.006636858128961364,,
,,7,0.006636858128961364,,
,,7,0.0066367712276958635,,
,,7,0.006635741306304075,,
,,7,0.006634475784068724,,
,,7,0.006633533417348701,,
,,7,0.006633484716622977,,
,,7,0.006633435998403192,,
,,7,0.006632440214854969,,
,,7,0.0066310593329953794,,
,,7,0.006625341910394795,,
,,7,0.006618922119368222,,
,,7,0.006618868746224382,,
,,7,0.006618679691126621,,
,,7,0.006618490905612152,,
,,7,0.006618490905612152,,
,,7,0.006617669516934525,,
,,7,0.006613644129116203,,
,,7,0.006608044585203517,,
,,7,0.006601526408709906,,
,,7,0.00659466464477434,,
,,7,0.006592695989575758,,
,,7,0.006592695989575758,,
,,7,0.006592695989575758,,
,,7,0.006592591231637566,,
,,7,0.006592591231637566,,
,,6,0.006592591231637566,,
,,6,0.006592892623137763,,
,,5,0.006593536430302852,,
,,5,0.006594144848016685,,
,,5,0.00659621745996199,,
,,5,0.006599250596285245,,
,,4,0.006602482345518986,,
,,4,0.006607708216591778,,
,,3,0.006633218649677363,,
,,3,0.006671768171732072,,
,,3,0.0067222309236028436,,
,,2,0.006783478016270728,,
,,2,0.0068632544371328395,,
,,2,0.006950530501676643,,
,,2,0.007044478169661096,,
,,2,0.007147703458645544,,
,,2,0.0072498615794499,,
,,2,0.007352621553854668,,
,,2,0.007455993535161504,,
,,2,0.00756083162826032,,
,,2,0.007666048992949067,,
,,2,0.00777168486924193,,
,,2,0.007874344330121495,,
,,2,0.007976896234663126,,
,,2,0.008076106745886442,,
,,2,0.008141363758127065,,
,,2,0.008153572708055343,,
,,2,0.008164226110532318,,
,,2,0.008175280164009126,,
,,2,0.008186051092123102,,
,,2,0.008196745374382884,,
,,2,0.008207309962127988,,
,,3,0.008223021347297863,,
,,3,0.008245542361253888,,
,,3,0.008274157858118478,,
,,3,0.008307671007055968,,
,,3,0.008331145214219808,,
,,3,0.008354775172094783,,
,,3,0.008373786278873847,,
,,4,0.008381791011602142,,
,,4,0.00839016041404738,,
,,4,0.008402583250401077,,
,,4,0.008419798426931168,,
,,4,0.008441473538741497,,
,,4,0.008458907652340402,,
,,5,0.008469719702106308,,
,,5,0.008481728831729046,,
,,5,0.008495004559725928,,
,,5,0.0085115673190053,,
,,5,0.008521665161761935,,
,,5,0.008531582918652827,,
,,5,0.008544440960781574,,
,,5,0.008557794236440375,,
,,5,0.008571836100487042,,
,,6,0.008588861007941186,,
,,6,0.008605762779304948,,
,,6,0.008621381923913905,,
,,6,0.00863696488048088,,
,,6,0.008652472414193174,,
,,6,0.008668091491182806,,
,,6,0.008683628774797161,,
,,6,0.008695640263294028,,
,,6,0.008697520534183746,,
,,6,0.008697520534183746,,
,,6,0.008697520534183746,,
,,6,0.00869389467026815,,
,,6,0.008686300652765887,,
,,6,0.008680657801276569,,
,,6,0.008676594100934123,,
,,7,0.008672174027895895,,
,,7,0.008665222281494737,,
,,7,0.008657019816207546,,
,,7,0.008643554048000122,,
,,7,0.008622294614284137,,
,,7,0.008592733692631825,,
,,6,0.008548733792943837,,
,,5,0.008498351997009015,,
,,4,0.008437313515158862,,
,,4,0.008371586600627463,,
,,4,0.008304966928959939,,
,,4,0.008237242934894225,,
,,3,0.008169337518180735,,
,,3,0.00809544672493959,,
,,3,0.008015528423130107,,
,,3,0.007936705481557567,,
,,3,0.007858209937150053,,
,,3,0.0077935190963124255,,
,,3,0.007743229304270887,,
,,3,0.007696220292625434,,
,,3,0.007658764950070233,,
,,3,0.0076251857734630606,,
,,4,0.007592677988643022,,
,,4,0.007553590312992374,,
,,4,0.007513876737269205,,
,,4,0.007475535558155673,,
,,5,0.007449371917193421,,
,,5,0.00743091689743539,,
,,5,0.007423044339030463,,
,,5,0.007423044339030463,,
,,5,0.007423044339030463,,
,,5,0.007424683590102961,,
,,5,0.007431631975693651,,
,,5,0.007440275652522248,,
,,5,0.007440334102829954,,
,,5,0.00744009202678588,,
,,5,0.007439854060525693,,
,,6,0.007437028346480504,,
,,6,0.007429796280268299,,
,,6,0.0074180979810760704,,
,,6,0.007401571369527157,,
,,6,0.007377942254292996,,
,,6,0.0073478015697534555,,
,,5,0.007310828191736235,,
,,5,0.007266813441804277,,
,,5,0.007216077278996906,,
,,5,0.007159859191540607,,
,,5,0.0070988819675970125,,
,,5,0.007040680813411041,,
,,5,0.006978001668284804,,
,,5,0.0069155380779607825,,
,,5,0.006854499752155225,,
,,5,0.006792051516619363,,
,,5,0.00672481402278786,,
,,5,0.006656014610984458,,
,,5,0.006591761678094121,,
,,5,0.006529628891908784,,
,,5,0.006490230125753301,,
,,5,0.006450423521444006,,
,,5,0.006419625826741165,,
,,5,0.006406108710759345,,
,,5,0.006401410196947068,,
,,5,0.006409021609520572,,
,,5,0.006422124808111229,,
,,5,0.006440192276813187,,
,,5,0.006468138659655381,,
,,6,0.006478733418622951,,
,,6,0.006490307442599252,,
,,6,0.006504437162353716,,
,,6,0.00652061625998855,,
,,6,0.006539676554624741,,
,,6,0.00655936189238855,,
,,6,0.0065701661158678246,,
,,6,0.00657474520485034,,
,,6,0.006579300376422631,,
,,6,0.0065853006298518734,,
,,6,0.006592785112500776,,
,,6,0.006603206122313537,,
,,6,0.006617914339693638,,
,,6,0.0066335894301910595,,
,,6,0.0066495222712495885,,
,,6,0.006669510671023814,,
,,6,0.006689694131743427,,
,,6,0.006706713933938568,,
,,7,0.0067143153687605865,,
,,7,0.0067143153687605865,,
,,7,0.0067143153687605865,,
,,7,0.0067143153687605865,,
,,7,0.006714379528116256,,
,,7,0.006714379528116256,,
,,7,0.006714379528116256,,
,,7,0.006714379528116256,,
,,7,0.006713036277223512,,
,,7,0.006709480847286854,,
,,7,0.006709480847286854,,
,,7,0.006709480847286854,,
,,7,0.006709480847286854,,
,,7,0.006709480847286854,,
,,7,0.006709480847286854,,
,,7,0.006709480847286854,,
,,7,0.006709276140489518,,
,,7,0.006709068969589542,,
,,7,0.006709068969589542,,
,,7,0.006709068969589542,,
,,7,0.006707699226875847,,
,,7,0.006707680468488136,,
,,7,0.006707680468488136,,
,,7,0.006709864578847957,,
,,7,0.00671716167339425,,
,,7,0.006742927085949008,,
,,7,0.006780599509942712,,
,,6,0.00682459103523743,,
,,6,0.006874001911298431,,
,,5,0.006937639035000067,,
,,5,0.006999319572739821,,
,,5,0.0070588469447382465,,
,,5,0.007126834492923635,,
,,5,0.007192708978828641,,
,,5,0.007254323707361146,,
,,5,0.007314133145569714,,
,,5,0.007365355605753322,,
,,5,0.007415734457646783,,
,,5,0.0074656676045646835,,
,,5,0.00751643899183866,,
,,5,0.007568409238528038,,
,,5,0.007607228317217847,,
,,6,0.00762659227853726,,
,,6,0.007628962373085973,,
,,6,0.007617246362832199,,
,,6,0.0075985056566294186,,
,,6,0.007585832762713154,,
,,6,0.007583419894878,,
,,6,0.0075878881135254955,,
,,5,0.0076112357009033675,,
,,5,0.0076436131884864795,,
,,4,0.007691448638315131,,
,,4,0.007746102404712765,,
,,4,0.007806748481219566,,
,,4,0.007877575905797522,,
,,4,0.007951337821807555,,
,,4,0.008026385123960986,,
,,4,0.008098023897209792,,
,,4,0.008172000379739605,,
,,4,0.008245280617293417,,
,,4,0.00831534120232054,,
,,4,0.008367203944686851,,
,,4,0.00838421462867615,,
,,5,0.008292492052588404,,
,,5,0.008117959127388972,,
,,5,0.00794342620218954,,
,,5,0.007768893276990106,,
,,5,0.007594360351790673,,
,,5,0.007419827426591239,,
,,5,0.007245294501391806,,
,,5,0.007215002926930269,,
,,5,0.007215002926930269,,
,,5,0.007215002926930269,,
,,5,0.007215002926930269,,
,,5,0.007215002926930269,,
,,5,0.007215002926930269,,
,,5,0.007215002926930269,,
